CompanyId,CompanyName,Followers,CurrentStockPrice,CurrentGrowthRate,PredictedStockPrice,PredictedGrowthRate,,,,,,,
STAG,Stag Industrial Inc. Common Stock,16,28.19,-3.027%,28.19,-3.027%,,,,,,,
STE,STERIS plc (Ireland) Ordinary Shares,64,167.13,-2.143%,167.13,-2.143%,,,,,,,
STLD,Steel Dynamics Inc.,63,80.68,-1.297%,80.68,-1.297%,,,,,,,
STOR,STORE Capital Corporation Common Stock,51,31.46,0.159%,31.46,0.159%,,,,,,,
STT,State Street Corporation Common Stock,49,64.57,0.233%,64.57,0.233%,,,,,,,
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,2,19.19,-2.092%,19.19,-2.092%,,,,,,,
STZ,Constellation Brands Inc. Common Stock,79,223.26,-1.426%,223.26,-1.426%,,,,,,,
SUI,Sun Communities Inc. Common Stock,14,121.3,-3.424%,121.3,-3.424%,,,,,,,
SUM,Summit Materials Inc. Class A Common Stock,68,25.09,-3.796%,25.09,-3.796%,,,,,,,
SUN,Sunoco LP Common Units representing limited partner interests,58,41.26,1.376%,41.26,1.376%,,,,,,,
SWAV,ShockWave Medical Inc. Common Stock,55,269.61,-1.44%,269.61,-1.44%,,,,,,,
SWK,Stanley Black & Decker Inc. Common Stock,8,74.09,-4.19%,74.09,-4.19%,,,,,,,
SWKS,Skyworks Solutions Inc. Common Stock,24,81.69,-0.244%,81.69,-0.244%,,,,,,,
SWN,Southwestern Energy Company Common Stock,3,6.94,2.967%,6.94,2.967%,,,,,,,
SWX,Southwest Gas Holdings Inc. Common Stock (DE),95,71.75,-0.375%,71.75,-0.375%,,,,,,,
SXT,Sensient Technologies Corporation Common Stock,25,71.14,-1.414%,71.14,-1.414%,,,,,,,
SYBT,Stock Yards Bancorp Inc. Common Stock,33,72.42,0.277%,72.42,0.277%,,,,,,,
SYF,Synchrony Financial Common Stock,43,31.59,-3.068%,31.59,-3.068%,,,,,,,
SYK,Stryker Corporation Common Stock,10,216.69,0.824%,216.69,0.824%,,,,,,,
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,90,87.79,2.439%,87.79,2.439%,,,,,,,
SYNH,Syneos Health Inc. Class A Common Stock,10,46.99,-3.926%,46.99,-3.926%,,,,,,,
SYY,Sysco Corporation Common Stock,82,77.45,0.584%,77.45,0.584%,,,,,,,
T,AT&T Inc.,22,15.54,-0.385%,15.54,-0.385%,,,,,,,
TCBI,Texas Capital Bancshares Inc. Common Stock,36,63.39,-2.07%,63.39,-2.07%,,,,,,,
TDC,Teradata Corporation Common Stock,13,30.13,-2.838%,30.13,-2.838%,,,,,,,
TDG,Transdigm Group Incorporated Common Stock,31,541.5,0.239%,541.5,0.239%,,,,,,,
TDOC,Teladoc Health Inc. Common Stock,59,24.25,-4.715%,24.25,-4.715%,,,,,,,
TDY,Teledyne Technologies Incorporated Common Stock,17,348.51,0.682%,348.51,0.682%,,,,,,,
TECH,Bio-Techne Corp Common Stock,32,290.02,-4.164%,290.02,-4.164%,,,,,,,
TENB,Tenable Holdings Inc. Common Stock,68,32.51,-1.723%,32.51,-1.723%,,,,,,,
TER,Teradyne Inc. Common Stock,70,73.18,0.55%,73.18,0.55%,,,,,,,
TEX,Terex Corporation Common Stock,20,33.34,-2.572%,33.34,-2.572%,,,,,,,
TFC,Truist Financial Corporation Common Stock,26,42.44,-2.144%,42.44,-2.144%,,,,,,,
TFSL,TFS Financial Corporation Common Stock,26,13,-1.065%,13,-1.065%,,,,,,,
TFX,Teleflex Incorporated Common Stock,17,197.9,-2.18%,197.9,-2.18%,,,,,,,
TGNA,TEGNA Inc,86,20.4,-1.687%,20.4,-1.687%,,,,,,,
TGT,Target Corporation Common Stock,32,155.39,-1.17%,155.39,-1.17%,,,,,,,
THC,Tenet Healthcare Corporation Common Stock,46,54.46,-1.768%,54.46,-1.768%,,,,,,,
THG,Hanover Insurance Group Inc,93,141.95,-0.07%,141.95,-0.07%,,,,,,,
THO,Thor Industries Inc. Common Stock,42,74.41,-8.486%,74.41,-8.486%,,,,,,,
THS,Treehouse Foods Inc. Common Stock,19,48.1,-0.228%,48.1,-0.228%,,,,,,,
TJX,TJX Companies Inc. (The) Common Stock,55,66.1,-1.092%,66.1,-1.092%,,,,,,,
TKR,Timken Company (The) Common Stock,54,66.29,-0.585%,66.29,-0.585%,,,,,,,
TMHC,Taylor Morrison Home Corporation Common Stock,7,24.05,-6.055%,24.05,-6.055%,,,,,,,
TMO,Thermo Fisher Scientific Inc Common Stock,39,505.61,-3.583%,505.61,-3.583%,,,,,,,
TMUS,T-Mobile US Inc. Common Stock,53,135.74,-0.308%,135.74,-0.308%,,,,,,,
TNDM,Tandem Diabetes Care Inc. Common Stock,5,52.06,-4.125%,52.06,-4.125%,,,,,,,
TNL,Travel   Leisure Co. Common  Stock,27,38.97,0.00%,38.97,0.00%,,,,,,,
TOL,Toll Brothers Inc. Common Stock,34,40.9,-5.06%,40.9,-5.06%,,,,,,,
TOWN,TowneBank Common Stock,16,29.45,-1.307%,29.45,-1.307%,,,,,,,
TPG,TPG Inc. Class A Common Stock,77,28.24,-2.148%,28.24,-2.148%,,,,,,,
TPL,Texas Pacific Land Corporation Common Stock,97,2092.83,2.088%,2092.83,2.088%,,,,,,,
TPR,Tapestry Inc. Common Stock,68,30.61,-2.173%,30.61,-2.173%,,,,,,,
TPX,Tempur Sealy International Inc. Common Stock,49,25.97,-3.385%,25.97,-3.385%,,,,,,,
TR,Tootsie Roll Industries Inc. Common Stock,35,37.93,1.309%,37.93,1.309%,,,,,,,
TREX,Trex Company Inc. Common Stock,90,43.14,-9.711%,43.14,-9.711%,,,,,,,
TRGP,Targa Resources Inc. Common Stock,50,67.12,-0.03%,67.12,-0.03%,,,,,,,
TRI,Thomson Reuters Corp Ordinary Shares,22,101.94,-0.991%,101.94,-0.991%,,,,,,,
TRIP,TripAdvisor Inc. Common Stock,60,23.61,-3.198%,23.61,-3.198%,,,,,,,
TRMB,Trimble Inc. Common Stock,74,54.83,-1.668%,54.83,-1.668%,,,,,,,
TRMK,Trustmark Corporation Common Stock,23,34.14,-0.321%,34.14,-0.321%,,,,,,,
TRNO,Terreno Realty Corporation Common Stock,62,52.75,-2.693%,52.75,-2.693%,,,,,,,
TROW,T. Rowe Price Group Inc. Common Stock,46,101.15,-2.852%,101.15,-2.852%,,,,,,,
TRU,TransUnion Common Stock,66,55.95,-3.485%,55.95,-3.485%,,,,,,,
TRUP,Trupanion Inc. Common Stock,11,52.42,-5.736%,52.42,-5.736%,,,,,,,
TRV,The Travelers Companies Inc. Common Stock,31,174.17,4.437%,174.17,4.437%,,,,,,,
TSCO,Tractor Supply Company Common Stock,98,196.32,-3.214%,196.32,-3.214%,,,,,,,
TSLA,Tesla Inc. Common Stock,40,222.04,0.84%,222.04,0.84%,,,,,,,
TSN,Tyson Foods Inc. Common Stock,29,65.02,-1.035%,65.02,-1.035%,,,,,,,
TTC,Toro Company (The) Common Stock,80,94.94,-0.836%,94.94,-0.836%,,,,,,,
TTD,The Trade Desk Inc. Class A Common Stock,15,55.23,-2.057%,55.23,-2.057%,,,,,,,
TTEK,Tetra Tech Inc. Common Stock,22,133.48,0.195%,133.48,0.195%,,,,,,,
TTWO,Take-Two Interactive Software Inc. Common Stock,45,122.5,0.998%,122.5,0.998%,,,,,,,
TW,Tradeweb Markets Inc. Class A Common Stock,67,53.35,-2.468%,53.35,-2.468%,,,,,,,
TWKS,Thoughtworks Holding Inc. Common Stock,23,9.45,-4.449%,9.45,-4.449%,,,,,,,
TWLO,Twilio Inc. Class A Common Stock,63,68.76,-3.441%,68.76,-3.441%,,,,,,,
TWNK,Hostess Brands Inc. Class A Common Stock,65,24.52,-1.328%,24.52,-1.328%,,,,,,,
TXG,10x Genomics Inc. Class A Common Stock,60,25.58,-4.374%,25.58,-4.374%,,,,,,,
TXN,Texas Instruments Incorporated Common Stock,98,152.65,0.752%,152.65,0.752%,,,,,,,
TXRH,Texas Roadhouse Inc. Common Stock,43,95.91,-0.312%,95.91,-0.312%,,,,,,,
TXT,Textron Inc. Common Stock,94,61.84,-1.135%,61.84,-1.135%,,,,,,,
TYL,Tyler Technologies Inc. Common Stock,40,336.37,-0.89%,336.37,-0.89%,,,,,,,
U,Unity Software Inc. Common Stock,2,29.48,-6.025%,29.48,-6.025%,,,,,,,
UA,Under Armour Inc. Class C Common Stock,82,6.2,-3.727%,6.2,-3.727%,,,,,,,
UAA,Under Armour Inc. Class A Common Stock,68,6.92,-3.487%,6.92,-3.487%,,,,,,,
UAL,United Airlines Holdings Inc. Common Stock,96,39.1,4.966%,39.1,4.966%,,,,,,,
UBSI,United Bankshares Inc. Common Stock,3,38.87,-0.384%,38.87,-0.384%,,,,,,,
UCBI,United Community Banks Inc. Common Stock,76,36.4,-1.033%,36.4,-1.033%,,,,,,,
UDMY,Udemy Inc. Common Stock,25,14.31,-0.969%,14.31,-0.969%,,,,,,,
UDR,UDR Inc. Common Stock,37,38.86,-2.826%,38.86,-2.826%,,,,,,,
UFPI,UFP Industries Inc. Common Stock,12,71.64,-3.515%,71.64,-3.515%,,,,,,,
UGI,UGI Corporation Common Stock,39,32.6,-2.976%,32.6,-2.976%,,,,,,,
UHAL,Amerco Common Stock,13,536.49,-0.909%,536.49,-0.909%,,,,,,,
UHS,Universal Health Services Inc. Common Stock,88,95.05,-0.586%,95.05,-0.586%,,,,,,,
UI,Ubiquiti Inc. Common Stock,68,309.78,0.288%,309.78,0.288%,,,,,,,
ULCC,Frontier Group Holdings Inc. Common Stock,46,9.54,0.00%,9.54,0.00%,,,,,,,
ULTA,Ulta Beauty Inc. Common Stock,31,386.26,-4.622%,386.26,-4.622%,,,,,,,
UMBF,UMB Financial Corporation Common Stock,38,90.33,-1.019%,90.33,-1.019%,,,,,,,
UMPQ,Umpqua Holdings Corporation Common Stock,34,17.6,-2.547%,17.6,-2.547%,,,,,,,
UNF,Unifirst Corporation Common Stock,11,171.41,-0.314%,171.41,-0.314%,,,,,,,
UNFI,United Natural Foods Inc. Common Stock,64,38.91,-0.41%,38.91,-0.41%,,,,,,,
UNH,UnitedHealth Group Incorporated Common Stock (DE),100,520.32,-0.362%,520.32,-0.362%,,,,,,,
UNM,Unum Group Common Stock,80,43.1,0.093%,43.1,0.093%,,,,,,,
UNP,Union Pacific Corporation Common Stock,87,200.06,-0.784%,200.06,-0.784%,,,,,,,
UNVR,Univar Solutions Inc. Common Stock,55,24.26,-1.262%,24.26,-1.262%,,,,,,,
UPS,United Parcel Service Inc. Common Stock,41,165.79,-0.719%,165.79,-0.719%,,,,,,,
URBN,Urban Outfitters Inc. Common Stock,10,22.7,-1.604%,22.7,-1.604%,,,,,,,
URI,United Rentals Inc. Common Stock,70,286.85,-2.885%,286.85,-2.885%,,,,,,,
USB,U.S. Bancorp Common Stock,94,41.26,-3.598%,41.26,-3.598%,,,,,,,
USFD,US Foods Holding Corp. Common Stock,94,27.57,-0.613%,27.57,-0.613%,,,,,,,
USM,United States Cellular Corporation Common Stock,16,28.37,1.141%,28.37,1.141%,,,,,,,
UTF,Cohen & Steers Infrastructure Fund Inc Common Stock,9,21.92,-0.137%,21.92,-0.137%,,,,,,,
UTHR,United Therapeutics Corporation Common Stock,7,216.59,-1.272%,216.59,-1.272%,,,,,,,
V,Visa Inc.,65,186.41,-0.406%,186.41,-0.406%,,,,,,,
VAC,Marriott Vacations Worldwide Corporation Common Stock,78,138.61,-0.216%,138.61,-0.216%,,,,,,,
VC,Visteon Corporation Common Stock,94,120.68,0.124%,120.68,0.124%,,,,,,,
VERX,Vertex Inc. Class A Common Stock,74,15.73,-2.901%,15.73,-2.901%,,,,,,,
VFC,V.F. Corporation Common Stock,28,28.45,-4.08%,28.45,-4.08%,,,,,,,
VIAV,Viavi Solutions Inc. Common Stock,62,13.83,-0.718%,13.83,-0.718%,,,,,,,
VICR,Vicor Corporation Common Stock,83,48.5,-5.458%,48.5,-5.458%,,,,,,,
VIR,Vir Biotechnology Inc. Common Stock,31,20.5,-4.429%,20.5,-4.429%,,,,,,,
VIRT,Virtu Financial Inc. Class A Common Stock,64,21.23,-2.256%,21.23,-2.256%,,,,,,,
VLO,Valero Energy Corporation Common Stock,87,123.96,5.319%,123.96,5.319%,,,,,,,
VLY,Valley National Bancorp Common Stock,58,11.57,-2.115%,11.57,-2.115%,,,,,,,
VMC,Vulcan Materials Company (Holding Company) Common Stock,13,154.77,-2.526%,154.77,-2.526%,,,,,,,
VMI,Valmont Industries Inc. Common Stock,85,292.51,-0.317%,292.51,-0.317%,,,,,,,
VMW,Vmware Inc. Common stock Class A,53,107.73,-0.315%,107.73,-0.315%,,,,,,,
VNO,Vornado Realty Trust Common Stock,27,21.59,-5.307%,21.59,-5.307%,,,,,,,
VNOM,Viper Energy Partners LP Common Unit,62,32.91,1.605%,32.91,1.605%,,,,,,,
VOYA,Voya Financial Inc. Common Stock,1,64.19,-1.82%,64.19,-1.82%,,,,,,,
VRNS,Varonis Systems Inc. Common Stock,41,26.09,-2.321%,26.09,-2.321%,,,,,,,
VRNT,Verint Systems Inc. Common Stock,87,33.11,-3.834%,33.11,-3.834%,,,,,,,
VRRM,Verra Mobility Corporation Class A Common Stock,40,16.15,-0.859%,16.15,-0.859%,,,,,,,
VRSK,Verisk Analytics Inc. Common Stock,56,169.36,-2.588%,169.36,-2.588%,,,,,,,
VRSN,VeriSign Inc. Common Stock,25,182.1,-0.432%,182.1,-0.432%,,,,,,,
VRT,Vertiv Holdings LLC Class A Common Stock,33,11.4,-0.697%,11.4,-0.697%,,,,,,,
VRTX,Vertex Pharmaceuticals Incorporated Common Stock,50,292.02,-2.715%,292.02,-2.715%,,,,,,,
VSAT,ViaSat Inc. Common Stock,91,36.52,-7.778%,36.52,-7.778%,,,,,,,
VSH,Vishay Intertechnology Inc. Common Stock,27,19.48,0.154%,19.48,0.154%,,,,,,,
VTR,Ventas Inc. Common Stock,36,37.12,-2.598%,37.12,-2.598%,,,,,,,
VTRS,Viatris Inc. Common Stock,22,9.38,-2.393%,9.38,-2.393%,,,,,,,
VVV,Valvoline Inc. Common Stock,40,26.95,-1.499%,26.95,-1.499%,,,,,,,
VZ,Verizon Communications Inc. Common Stock,57,36.57,-1.349%,36.57,-1.349%,,,,,,,
W,Wayfair Inc. Class A Common Stock,29,31.65,-8.42%,31.65,-8.42%,,,,,,,
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,72,87.1,-0.252%,87.1,-0.252%,,,,,,,
WAFD,Washington Federal Inc. Common Stock,7,37.44,-0.373%,37.44,-0.373%,,,,,,,
WAL,Western Alliance Bancorporation Common Stock (DE),86,61.34,-5.017%,61.34,-5.017%,,,,,,,
WAT,Waters Corporation Common Stock,5,277.36,-2.317%,277.36,-2.317%,,,,,,,
WBA,Walgreens Boots Alliance Inc. Common Stock,58,33.39,0.876%,33.39,0.876%,,,,,,,
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,61,12.61,-2.096%,12.61,-2.096%,,,,,,,
WBS,Webster Financial Corporation Common Stock,16,48.55,-2.018%,48.55,-2.018%,,,,,,,
WCC,WESCO International Inc. Common Stock,68,124.48,-2.33%,124.48,-2.33%,,,,,,,
WD,Walker & Dunlop Inc Common Stock,65,86.08,-2.591%,86.08,-2.591%,,,,,,,
WDAY,Workday Inc. Class A Common Stock,45,146.5,-4.004%,146.5,-4.004%,,,,,,,
WDC,Western Digital Corporation Common Stock,20,33.36,-0.744%,33.36,-0.744%,,,,,,,
WDFC,WD-40 Company Common Stock,11,171.61,-2.311%,171.61,-2.311%,,,,,,,
WEC,WEC Energy Group Inc. Common Stock,84,86.77,-1.162%,86.77,-1.162%,,,,,,,
WELL,Welltower Inc. Common Stock,71,59.33,-2.209%,59.33,-2.209%,,,,,,,
WEN,Wendy's Company (The) Common Stock,85,20.1,-0.741%,20.1,-0.741%,,,,,,,
WERN,Werner Enterprises Inc. Common Stock,58,38.73,-1.676%,38.73,-1.676%,,,,,,,
WES,Western Midstream Partners LP Common Units Representing Limited Partner Interests,77,27.67,0.399%,27.67,0.399%,,,,,,,
WEX,WEX Inc. common stock,44,138.84,-1.16%,138.84,-1.16%,,,,,,,
WFC,Wells Fargo & Company Common Stock,46,43.62,-2.351%,43.62,-2.351%,,,,,,,
WFRD,Weatherford International plc Ordinary Shares,67,34.1,2.68%,34.1,2.68%,,,,,,,
WHR,Whirlpool Corporation Common Stock,54,137.78,-4.386%,137.78,-4.386%,,,,,,,
WING,Wingstop Inc. Common Stock,42,123.07,-1.339%,123.07,-1.339%,,,,,,,
WIRE,Encore Wire Corporation Common Stock,11,128.46,1.485%,128.46,1.485%,,,,,,,
WK,Workiva Inc. Class A Common Stock,36,73.93,-6.204%,73.93,-6.204%,,,,,,,
WLK,Westlake Corporation Common Stock,89,91.96,-2.035%,91.96,-2.035%,,,,,,,
WLY,John Wiley & Sons Inc. Common Stock,78,38.49,-1.054%,38.49,-1.054%,,,,,,,
WLYB,John Wiley & Sons Inc. Common Stock,36,38.8,0.00%,38.8,0.00%,,,,,,,
WM,Waste Management Inc. Common Stock,20,161.5,0.236%,161.5,0.236%,,,,,,,
WMB,Williams Companies Inc. (The) Common Stock,20,30.88,1.445%,30.88,1.445%,,,,,,,
WMG,Warner Music Group Corp. Class A Common Stock,83,23.82,-0.791%,23.82,-0.791%,,,,,,,
WMK,Weis Markets Inc. Common Stock,6,85.15,2.677%,85.15,2.677%,,,,,,,
WMS,Advanced Drainage Systems Inc. Common Stock,86,121.14,-4.252%,121.14,-4.252%,,,,,,,
WMT,Walmart Inc. Common Stock,82,133.76,-0.283%,133.76,-0.283%,,,,,,,
WOLF,Wolfspeed Inc. Common Stock,34,103.8,-0.755%,103.8,-0.755%,,,,,,,
WOOF,Petco Health and Wellness Company Inc. Class A Common Stock,80,9.83,-7.786%,9.83,-7.786%,,,,,,,
WOR,Worthington Industries Inc. Common Stock,37,43.14,-2.816%,43.14,-2.816%,,,,,,,
WPC,W. P. Carey Inc. REIT,57,70.7,-0.80%,70.7,-0.80%,,,,,,,
WRB,W.R. Berkley Corporation Common Stock,50,71.46,-0.474%,71.46,-0.474%,,,,,,,
WSBC,WesBanco Inc. Common Stock,40,37.94,-0.315%,37.94,-0.315%,,,,,,,
WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,56,41.28,-4.022%,41.28,-4.022%,,,,,,,
WSFS,WSFS Financial Corporation Common Stock,71,49.78,0.121%,49.78,0.121%,,,,,,,
WSM,Williams-Sonoma Inc. Common Stock (DE),82,115.93,-4.143%,115.93,-4.143%,,,,,,,
WSO,Watsco Inc. Common Stock,70,246.38,-4.237%,246.38,-4.237%,,,,,,,
WST,West Pharmaceutical Services Inc. Common Stock,31,243.64,-6.869%,243.64,-6.869%,,,,,,,
WTFC,Wintrust Financial Corporation Common Stock,69,92.56,0.282%,92.56,0.282%,,,,,,,
WTM,White Mountains Insurance Group Ltd. Common Stock,44,1365.99,-0.266%,1365.99,-0.266%,,,,,,,
WTRG,Essential Utilities Inc. Common Stock,63,41.34,-0.982%,41.34,-0.982%,,,,,,,
WTS,Watts Water Technologies Inc. Class A Common Stock,98,130.27,-1.564%,130.27,-1.564%,,,,,,,
WU,Western Union Company (The) Common Stock,85,14.25,-0.419%,14.25,-0.419%,,,,,,,
WWD,Woodward Inc. Common Stock,32,87.5,-1.253%,87.5,-1.253%,,,,,,,
WWE,World Wrestling Entertainment Inc. Class A Common Stock,47,77.02,0.93%,77.02,0.93%,,,,,,,
WY,Weyerhaeuser Company Common Stock,10,29.05,-2.68%,29.05,-2.68%,,,,,,,
WYNN,Wynn Resorts Limited Common stock,71,54.48,-3.729%,54.48,-3.729%,,,,,,,
X,United States Steel Corporation Common Stock,98,19.54,-2.641%,19.54,-2.641%,,,,,,,
XEL,Xcel Energy Inc. Common Stock,94,61.1,-0.844%,61.1,-0.844%,,,,,,,
XM,Qualtrics International Inc. Class A Common Stock,64,10.56,-0.377%,10.56,-0.377%,,,,,,,
XMTR,Xometry Inc. Class A Common Stock,78,52.11,-4.192%,52.11,-4.192%,,,,,,,
XOM,Exxon Mobil Corporation Common Stock,14,103.79,2.966%,103.79,2.966%,,,,,,,
XPO,XPO Logistics Inc.,86,45.25,-4.374%,45.25,-4.374%,,,,,,,
XRAY,DENTSPLY SIRONA Inc. Common Stock,18,28.82,-1.973%,28.82,-1.973%,,,,,,,
XRX,Xerox Holdings Corporation Common Stock,41,15.28,2.276%,15.28,2.276%,,,,,,,
XYL,Xylem Inc. Common Stock New,3,92.9,-0.727%,92.9,-0.727%,,,,,,,
YELP,Yelp Inc. Common Stock,59,36.91,-0.939%,36.91,-0.939%,,,,,,,
YETI,YETI Holdings Inc. Common Stock,78,29.66,-5.602%,29.66,-5.602%,,,,,,,
YUM,Yum! Brands Inc.,75,110.45,-0.924%,110.45,-0.924%,,,,,,,
YUMC,Yum China Holdings Inc. Common Stock,95,45.1,-3.632%,45.1,-3.632%,,,,,,,
Z,Zillow Group Inc. Class C Capital Stock,58,28.72,-0.208%,28.72,-0.208%,,,,,,,
ZBH,Zimmer Biomet Holdings Inc. Common Stock,82,108.12,-0.835%,108.12,-0.835%,,,,,,,
ZBRA,Zebra Technologies Corporation Class A Common Stock,65,260.46,-1.30%,260.46,-1.30%,,,,,,,
ZD,Ziff Davis Inc. Common Stock,35,73.6,-1.67%,73.6,-1.67%,,,,,,,
ZG,Zillow Group Inc. Class A Common Stock,31,28.81,-0.346%,28.81,-0.346%,,,,,,,
ZI,ZoomInfo Technologies Inc Common Stock,50,44.35,-1.707%,44.35,-1.707%,,,,,,,
ZION,Zions Bancorporation N.A. Common Stock,85,49.22,-5.31%,49.22,-5.31%,,,,,,,
ZM,Zoom Video Communications Inc. Class A Common Stock,54,76.33,-2.429%,76.33,-2.429%,,,,,,,
ZS,Zscaler Inc. Common Stock,6,148.77,-0.615%,148.77,-0.615%,,,,,,,
ZTS,Zoetis Inc. Class A Common Stock,20,148.13,-1.522%,148.13,-1.522%,,,,,,,
ZWS,Zurn Elkay Water Solutions Corporation Common Stock,30,24.62,-1.441%,24.62,-1.441%,,,,,,,
